control,regime,subject_model,null_model,dof,horizon_samples,horizon_s,skill_subject,skill_null,excess,tol,asserted,passed
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,10,1.0,-1.1610018914337195,-1.1533498762144312,-0.003553540139394462,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,20,2.0,0.3367231369147873,0.33733838469105526,-0.0009284493956709383,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,30,3.0,0.6177347152383308,0.6171211622043005,0.0016024730893006156,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,50,5.0,0.705533726802462,0.7061656784073048,-0.0021507072469186816,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,100,10.0,0.26581576417757047,0.2660891264941885,-0.00037247345214019845,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,150,15.0,0.5442470574024842,0.5442489031786351,-4.049965351082818e-06,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,10,1.0,-2.2496149750352683,-2.2354826670538235,-0.00436791336431841,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,20,2.0,0.053766170692155946,0.05674437912090158,-0.0031573715150194914,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,30,3.0,0.49743745138349926,0.49813876151978154,-0.0013974184147116375,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,50,5.0,0.7103234886158298,0.711422875612522,-0.0038096817238224556,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,100,10.0,0.05023013623124595,0.049911832870356276,0.0003350250765161711,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,150,15.0,0.5485911130379825,0.5480766811825034,0.0011383166879397333,0.02,True,True
