regime,grid_kind,sign_convention,heading_deg,speed_kn,model,record,dof,horizon_samples,horizon_s,n_windows,rmse,mae,rmse_persistence,skill,signal_std,nrmse,n_records
unseen_vessel,corpus,nominal,180.0,0.0,damped_persistence|0,S175_h180.0_u00.0_s000,roll_rate,150,15.0,1131,3.566250188957581e-07,2.95795960219826e-07,6.242244338971738e-07,0.673606059850952,3.581846584014855e-07,0.9956457110343927,3
unseen_vessel,corpus,nominal,180.0,0.0,damped_persistence|0,S175_h180.0_u00.0_s000,pitch_rate,10,1.0,1131,0.33718226779293614,0.2702299013400674,0.27479751983114575,-0.5055800005142383,0.4354326056798948,0.7743615507765014,3
unseen_vessel,corpus,nominal,180.0,0.0,damped_persistence|0,S175_h180.0_u00.0_s000,pitch_rate,20,2.0,1131,0.43760380579860925,0.3503460026761525,0.5196091441722667,0.29073486788861125,0.43479363892347267,1.0064632198440033,3
unseen_vessel,corpus,nominal,180.0,0.0,damped_persistence|0,S175_h180.0_u00.0_s000,pitch_rate,30,3.0,1131,0.456240512436325,0.3655864310007354,0.7089092298391757,0.5858034939202725,0.4338945786999037,1.0515008364551992,3
unseen_vessel,corpus,nominal,180.0,0.0,damped_persistence|0,S175_h180.0_u00.0_s000,pitch_rate,50,5.0,1131,0.4383329436834713,0.35176699212264473,0.8557892919175458,0.7376539510167852,0.43340756845636885,1.0113643036845081,3
unseen_vessel,corpus,nominal,180.0,0.0,damped_persistence|0,S175_h180.0_u00.0_s000,pitch_rate,100,10.0,1131,0.42886576985341057,0.3429146296312194,0.2661221504733882,-1.5970524451818022,0.4308287126925242,0.9954437975434693,3
unseen_vessel,corpus,nominal,180.0,0.0,damped_persistence|0,S175_h180.0_u00.0_s000,pitch_rate,150,15.0,1131,0.43368552944983424,0.3459259401654672,0.7937162171607548,0.7014484327932933,0.42882114422779416,1.0113436225977142,3
unseen_vessel,corpus,nominal,180.0,0.0,damped_persistence|0,S175_h180.0_u00.0_s000,heave_rate,10,1.0,1131,0.09672107920957734,0.07544347947522648,0.08584614471772659,-0.2694063755394456,0.12717206966208153,0.7605528436124551,3
unseen_vessel,corpus,nominal,180.0,0.0,damped_persistence|0,S175_h180.0_u00.0_s000,heave_rate,20,2.0,1131,0.13298316347214825,0.10392330442444041,0.16036373379678073,0.3123285392917079,0.12721344626983955,1.0453546175462478,3
unseen_vessel,corpus,nominal,180.0,0.0,damped_persistence|0,S175_h180.0_u00.0_s000,heave_rate,30,3.0,1131,0.14006382267712675,0.10953245557155335,0.21423635533400526,0.5725694027788155,0.12726049221775418,1.1006072681022239,3
