model,head,regime,dof,horizon_samples,horizon_s,picp_id,picp_ood,picp_delta,width_id,width_ood,width_delta,width_ratio_id,width_ratio_ood
lstm_quantile_conformal,quantile,unseen_vessel,heave,150,15.0,0.8989064495530013,0.7449236786521269,-0.1539827709008743,0.932828459826152,0.8171089913048238,-0.1157194685213282,0.37374382123417543,0.37956909427853763
lstm_quantile_conformal,quantile,unseen_vessel,heave_rate,10,1.0,0.9023748342175066,0.2252807557225661,-0.6770940784949405,0.02006219076215077,0.01131689622825987,-0.008745294533890901,0.013565418648995445,0.00937568959350771
lstm_quantile_conformal,quantile,unseen_vessel,heave_rate,20,2.0,0.9012703851065921,0.1610170141958935,-0.7402533709106985,0.02263839810619343,0.012379383916054166,-0.010259014190139264,0.015305815617476673,0.010254883804883463
lstm_quantile_conformal,quantile,unseen_vessel,heave_rate,30,3.0,0.9022136567933982,0.1965197956577267,-0.7056938611356715,0.034968792921911934,0.018956241874012486,-0.016012551047899448,0.023640096064489552,0.015705379374004052
lstm_quantile_conformal,quantile,unseen_vessel,heave_rate,50,5.0,0.9019718906572355,0.24160342371549268,-0.6603684669417428,0.07350258751437481,0.04987462254405228,-0.023627964970322532,0.049696552848097396,0.0413164002311627
lstm_quantile_conformal,quantile,unseen_vessel,heave_rate,100,10.0,0.900773037626486,0.5459992693290107,-0.3547737682974753,0.3207657530776468,0.24909574344374005,-0.07167000963390677,0.21697572893385028,0.20631671229912182
lstm_quantile_conformal,quantile,unseen_vessel,heave_rate,150,15.0,0.9012534998526377,0.7714043619216033,-0.12984913793103436,0.6513368596341975,0.5464989685081584,-0.10483789112603914,0.44082599389958954,0.4526342602182396
lstm_quantile_conformal,quantile,unseen_vessel,pitch,10,1.0,0.897954735239218,0.2061182950191571,-0.6918364402200609,0.04965542991854954,0.030310428865245945,-0.019345001053303598,0.012159814565438182,0.008734050990165297
lstm_quantile_conformal,quantile,unseen_vessel,pitch,20,2.0,0.9005266664210629,0.16716708419294626,-0.7333595822281167,0.06452201840978035,0.037784611513478894,-0.026737406896301455,0.015799607256717474,0.0108855553370005
lstm_quantile_conformal,quantile,unseen_vessel,pitch,30,3.0,0.9010669945475979,0.19081334733274388,-0.710253647214854,0.10568009052791451,0.06552233465031371,-0.0401577558776008,0.02587762425828118,0.018870355558780756
lstm_quantile_conformal,quantile,unseen_vessel,pitch,50,5.0,0.8992510622359761,0.2975642253659495,-0.6016868368700266,0.25109937024031315,0.14488659982238516,-0.10621277041792798,0.061480268299344165,0.04171986329973726
lstm_quantile_conformal,quantile,unseen_vessel,pitch,100,10.0,0.9006118602023774,0.6351081270262305,-0.26550373317614684,1.1160905991836483,0.8447362921094103,-0.271354307074238,0.27334186047240383,0.24311172181972887
lstm_quantile_conformal,quantile,unseen_vessel,pitch,150,15.0,0.8987675299636506,0.806314624471952,-0.0924529054916986,1.9671360051378264,1.7692762358512342,-0.1978597692865922,0.4820355780299089,0.5089762847976594
lstm_quantile_conformal,quantile,unseen_vessel,pitch_rate,10,1.0,0.9022512648590234,0.2372600758915414,-0.664991188967482,0.04999513478234724,0.02882721440250378,-0.02116792037984346,0.016454262005365827,0.012463713660307253
lstm_quantile_conformal,quantile,unseen_vessel,pitch_rate,20,2.0,0.8986270753512132,0.22082611872482563,-0.6778009566263876,0.06824771150315773,0.04165857760677572,-0.026589133896382004,0.022458586831008515,0.018011032456490734
lstm_quantile_conformal,quantile,unseen_vessel,pitch_rate,30,3.0,0.9008252284114353,0.23064412638766085,-0.6701811020237745,0.09429686744293186,0.05703665458059407,-0.03726021286233779,0.03102631845116463,0.024662561542420136
lstm_quantile_conformal,quantile,unseen_vessel,pitch_rate,50,5.0,0.8997238493466941,0.35088094974948425,-0.5488428995972099,0.28435916533525457,0.16891088543485785,-0.11544827990039672,0.09356927878942006,0.07302041017233389
lstm_quantile_conformal,quantile,unseen_vessel,pitch_rate,100,10.0,0.8982755550643482,0.6735520127222713,-0.22472354234207692,1.0411170311196398,0.8014188133023956,-0.2396982178172442,0.3426187521021072,0.3463382354318161
lstm_quantile_conformal,quantile,unseen_vessel,pitch_rate,150,15.0,0.8994675004912075,0.8308205005403281,-0.06864699995087942,1.6970108583682062,1.4265707365640257,-0.27044012180418053,0.558642819752369,0.6162547477457461
lstm_quantile_conformal,quantile,unseen_vessel,roll,10,1.0,0.8980813746438746,0.1953762034581,-0.7027051711857746,0.1376300170548492,0.08854289206432707,-0.04908712499052213,0.011359933443379822,0.012439162469933504
lstm_quantile_conformal,quantile,unseen_vessel,roll,20,2.0,0.8996739610963749,0.14148921799783867,-0.7581847430985362,0.14716099408891584,0.087706660764956,-0.05945433332395984,0.012143731428286718,0.012324496510531463
lstm_quantile_conformal,quantile,unseen_vessel,roll,30,3.0,0.9004621954514196,0.1236591573337263,-0.7768030381176932,0.158273244513599,0.09316620934727986,-0.06510703516631915,0.013057743742223793,0.013096223333293924
lstm_quantile_conformal,quantile,unseen_vessel,roll,50,5.0,0.9000262488947833,0.12191997617644168,-0.7781062727183417,0.2086661788242494,0.12774077565783837,-0.08092540316641103,0.017208436219950152,0.017956071718459463
lstm_quantile_conformal,quantile,unseen_vessel,roll,100,10.0,0.9003309509775027,0.30289459303467925,-0.5974363579428235,0.6970370722440297,0.5652998000988995,-0.1317372721451302,0.05742004176727653,0.07943670777212779
lstm_quantile_conformal,quantile,unseen_vessel,roll,150,15.0,0.9004552878475293,0.4649661680911681,-0.4354891197563612,1.6029380800219786,1.4637849303346704,-0.1391531496873082,0.13191514098888846,0.20556179305079217
lstm_quantile_conformal,quantile,unseen_vessel,roll_rate,10,1.0,0.8983315834070145,0.18719760045191078,-0.7111339829551037,0.0902037454182348,0.051194363968393004,-0.03900938144984179,0.013921969764731474,0.015523863063067897
lstm_quantile_conformal,quantile,unseen_vessel,roll_rate,20,2.0,0.8998957719324099,0.15514094581982513,-0.7447548261125847,0.09247578846074904,0.05264737970536922,-0.03982840875537982,0.01427012196453642,0.01595891342818551
lstm_quantile_conformal,quantile,unseen_vessel,roll_rate,30,3.0,0.8999717555752039,0.14408417452598488,-0.755887581049219,0.09229762714270112,0.0623702857905871,-0.02992734135211402,0.014240041603269936,0.01889794354910709
lstm_quantile_conformal,quantile,unseen_vessel,roll_rate,50,5.0,0.9004353325474015,0.1701787994891443,-0.7302565330582572,0.133166282065013,0.08902932910627127,-0.04413695295874172,0.020536442554536006,0.026973652829349975
lstm_quantile_conformal,quantile,unseen_vessel,roll_rate,100,10.0,0.8999264723941448,0.399879654189999,-0.5000468182041458,0.5514926933092861,0.44863509274154434,-0.10285760056774174,0.08497977208834269,0.13591587531880386
lstm_quantile_conformal,quantile,unseen_vessel,roll_rate,150,15.0,0.8988296983986639,0.558060713233127,-0.3407689851655369,1.131280167821192,1.018024448842721,-0.11325571897847087,0.17419576385317362,0.30844582505601514
tcn_gaussian_conformal,gaussian,unseen_vessel,heave,10,1.0,0.8986554732783181,0.30377799882110224,-0.5948774744572158,0.009278711335074763,0.006780151755948546,-0.0024985595791262175,0.003715158255152142,0.003152130709168723
tcn_gaussian_conformal,gaussian,unseen_vessel,heave,20,2.0,0.8972555322232045,0.23358523062186856,-0.663670301601336,0.0214174742515964,0.018374000591978717,-0.0030434736596176813,0.008575008734365034,0.008541076071847304
tcn_gaussian_conformal,gaussian,unseen_vessel,heave,30,3.0,0.8977467396109637,0.306986197072404,-0.5907605425385598,0.05773475102069973,0.049223668055442364,-0.008511082965257363,0.02311543781563107,0.022874463219581437
tcn_gaussian_conformal,gaussian,unseen_vessel,heave,50,5.0,0.8976078200216131,0.5188945991747717,-0.37871322084684145,0.1936835839057118,0.17309373381423407,-0.020589850091477735,0.07753835489740403,0.08042198606320261
tcn_gaussian_conformal,gaussian,unseen_vessel,heave,100,10.0,0.899020808772964,0.7644745001964829,-0.1345463085764811,0.6380001464718162,0.5651448698875373,-0.07285527658427893,0.2554735551206439,0.26252793445533756
