model,seed,vessel,ss,heading_deg,speed_kn,dof,horizon_samples,horizon_s,n_realizations,n_windows,rmse,mae,rmse_persistence,skill,sse,sae,sse_persistence,regime
ar20,0,frigate,SS3,45.0,0.0,pitch_rate,20,2.0,8,9048,0.0500099528243705,0.04008618035681857,0.6313033700692857,0.9937246684776154,22.629006211773664,362.69975986849437,3606.025614910458,id
ar20,0,frigate,SS3,45.0,0.0,pitch_rate,30,3.0,8,9048,0.09391112135414525,0.07514282999387813,0.7924675400407674,0.9859566380931328,79.79701476420863,679.8923257846093,5682.187448661263,id
ar20,0,frigate,SS3,45.0,0.0,pitch_rate,50,5.0,8,9048,0.1580712869406566,0.1273262701771483,0.6837249917223829,0.9465505711306272,226.07813931992223,1152.0480925628376,4229.757812238629,id
ar20,0,frigate,SS3,45.0,0.0,pitch_rate,100,10.0,8,9048,0.3728430491760691,0.2987316564172914,0.7013602874020092,0.7174015606768955,1257.7800269574855,2702.9240272636525,4450.767774833402,id
ar20,0,frigate,SS3,45.0,0.0,pitch_rate,150,15.0,8,9048,0.4065408511012227,0.3242038218956638,0.4400704630402935,0.14657778502179641,1495.4123947804358,2933.396180511966,1752.253888561629,id
ar20,0,frigate,SS3,45.0,0.0,roll,10,1.0,8,9048,0.002012555571201103,0.0016086338182630467,0.22110436612090448,0.9999171483570586,0.03664783758105766,14.554918787644047,442.3308492139937,id
ar20,0,frigate,SS3,45.0,0.0,roll,20,2.0,8,9048,0.017049822537647842,0.013649876651367323,0.4078755053402242,0.9982526316049201,2.630221466618692,123.50408394157154,1505.2472472460036,id
ar20,0,frigate,SS3,45.0,0.0,roll,30,3.0,8,9048,0.06026520862550967,0.04831465627039367,0.5324676931523448,0.9871900686161551,32.861389313878306,437.15100993452194,2565.3056467828633,id
ar20,0,frigate,SS3,45.0,0.0,roll,50,5.0,8,9048,0.19410787086954784,0.1557096298942672,0.5466553371242834,0.873916253044285,340.90932734719,1408.8607312833296,2703.8324572232855,id
ar20,0,frigate,SS3,45.0,0.0,roll,100,10.0,8,9048,0.3410060435863134,0.271491594987846,0.3876066207433909,0.2259985422506431,1052.147781706111,2456.4559514500306,1359.3614988343154,id
ar20,0,frigate,SS3,45.0,0.0,roll,150,15.0,8,9048,0.4771806996027779,0.37756105966758663,0.3978674442271513,-0.4384306579352504,2060.242448824092,3416.172467872324,1432.2848567350488,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate,10,1.0,8,9048,0.005822385518557777,0.004656595047815963,0.1755356209053961,0.9988998006182971,0.3067287664504839,42.13287199263883,278.7938000617052,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate,20,2.0,8,9048,0.0274199434389269,0.02197516785082829,0.3217330526791867,0.9927365700934915,6.802768642058863,198.83131871429435,936.5779982213561,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate,30,3.0,8,9048,0.06041602205732945,0.048433648530396646,0.41521787985987796,0.9788284740808173,33.02606608570459,438.22765190302886,1559.9284724102445,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate,50,5.0,8,9048,0.08531091969113269,0.06857776170604922,0.40586817408324727,0.9558186224960499,65.85091891181229,620.4915879163334,1490.4677633902384,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate,100,10.0,8,9048,0.22634805825003879,0.1811121002126976,0.32448185133510543,0.5133993059698994,463.56019654879753,1638.702282724488,952.6500932613183,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate,150,15.0,8,9048,0.29668629497267623,0.23516768846668415,0.27962547176587726,-0.12574884644979667,796.4299109875061,2127.7972452465583,707.4667795566986,id
ar40,0,frigate,SS3,45.0,0.0,heave,10,1.0,8,9048,0.0003966399707645087,0.00031659377836580865,0.09638116784611431,0.9999830640880865,0.0014234609144602205,2.8645405066538365,84.049853455166,id
ar40,0,frigate,SS3,45.0,0.0,heave,20,2.0,8,9048,0.0033408351357734622,0.002669722085138348,0.1777748684437013,0.9996468417491291,0.10098635125117848,24.155645426331773,285.9521220363862,id
ar40,0,frigate,SS3,45.0,0.0,heave,30,3.0,8,9048,0.011464611679165484,0.00916999925818919,0.23188427857464222,0.9975555785374938,1.1892448799923132,82.9701532880958,486.5138431459445,id
ar40,0,frigate,SS3,45.0,0.0,heave,50,5.0,8,9048,0.031478003568545625,0.02523864821391264,0.2343365500960239,0.9819559385827804,8.965343883968085,228.35928903948155,496.8584220962803,id
ar40,0,frigate,SS3,45.0,0.0,heave,100,10.0,8,9048,0.06893995373452258,0.05464900279253874,0.17174263658708364,0.8388665434469237,43.0025854148671,494.4641772668905,266.87558459159806,id
ar40,0,frigate,SS3,45.0,0.0,heave,150,15.0,8,9048,0.12356365422455726,0.09768372981820843,0.15600103051301875,0.37262594792424075,138.14465268690918,883.8423873951499,220.19503712312823,id
ar40,0,frigate,SS3,45.0,0.0,heave_rate,10,1.0,8,9048,0.001144024253150099,0.0009132119379263248,0.0765425984784432,0.999776609829386,0.011841945417766965,8.262741614357386,53.010145366817525,id
ar40,0,frigate,SS3,45.0,0.0,heave_rate,20,2.0,8,9048,0.005337653502140153,0.004266747785354308,0.14066248333332157,0.9985600606675568,0.25778245033580893,38.605533961885776,179.0231327999126,id
ar40,0,frigate,SS3,45.0,0.0,heave_rate,30,3.0,8,9048,0.010861033019046373,0.008705488015759771,0.18215907343347137,0.99644499143873,1.0673205220028992,78.76725556659441,300.2300848529061,id
ar40,0,frigate,SS3,45.0,0.0,heave_rate,50,5.0,8,9048,0.019108287756508597,0.015212303515173827,0.17850272692401234,0.9885408122387781,3.3036660285971333,137.64092220529278,288.29844640270346,id
ar40,0,frigate,SS3,45.0,0.0,heave_rate,100,10.0,8,9048,0.06426307977137884,0.05097573629663418,0.14263149702723618,0.797001799028551,37.36591847956512,461.2284620119461,184.07019520739743,id
