reading,model,head,regime,dof,horizon_samples,horizon_s,n_seeds,picp_mean,picp_std,picp_ci_lo,picp_ci_hi,band_lo,band_hi,verdict,mean_interval_width_mean,width_ratio_mean,crossing_rate_mean,n_params
B,lstm_quantile,quantile,id,pitch,20,2.0,3,0.981353307053738,0.0033535168637244,0.9766462546971706,0.986675635039051,0.85,0.95,FAIL,0.0989141008029935,0.0242212500996677,0.1247743516062481,1246628
B,lstm_quantile,quantile,id,pitch,30,3.0,3,0.9645256164652716,0.0055224392691688,0.9567651345601238,0.9734726712164752,0.85,0.95,FAIL,0.1414086530080477,0.0346263896173077,0.1052649756852343,1246628
B,lstm_quantile,quantile,id,pitch,50,5.0,3,0.9418832584242068,0.0176517875273166,0.9173474685934276,0.9558977122015916,0.85,0.95,PASS,0.2966819700554334,0.0726409114492381,0.1350244682680027,1246628
B,lstm_quantile,quantile,id,pitch,100,10.0,3,0.911991753855978,0.007134334472579,0.9010277938955202,0.9191559368552904,0.85,0.95,PASS,1.1582297468354632,0.2836621633459281,0.0037715517241379,1246628
B,lstm_quantile,quantile,id,pitch,150,15.0,3,0.9104874312309658,0.007389915335949,0.9032081790635133,0.92298533976201,0.85,0.95,PASS,2.0458981734161124,0.501335802932382,0.021952365163572,1246628
B,lstm_quantile,quantile,id,pitch_rate,10,1.0,3,0.9858655074172316,0.0038105746988786,0.9803679565465664,0.9906750225648394,0.85,0.95,FAIL,0.0807933542880761,0.0265904877651764,0.0586348118675704,1246628
B,lstm_quantile,quantile,id,pitch_rate,20,2.0,3,0.979054609981334,0.003929050742122,0.9728619239058356,0.9845940286066904,0.85,0.95,FAIL,0.1028994716975944,0.0338616001780279,0.0828167980646428,1246628
B,lstm_quantile,quantile,id,pitch_rate,30,3.0,3,0.9658580165045684,0.0030828617159763,0.9600058369252872,0.971603934110669,0.85,0.95,FAIL,0.1259872108253047,0.041453331694243,0.1521668385892523,1246628
B,lstm_quantile,quantile,id,pitch_rate,50,5.0,3,0.9334291187739464,0.0274053536287169,0.8940991793766578,0.9526533833443857,0.85,0.95,PASS,0.3229481413216862,0.1062671028529267,0.1248242398565674,1246628
B,lstm_quantile,quantile,id,pitch_rate,100,10.0,3,0.9126341610177816,0.0029608279588112,0.9050417449528442,0.9175853779840848,0.85,0.95,PASS,1.090495177597517,0.358868490048639,0.0144537773848118,1246628
B,lstm_quantile,quantile,id,pitch_rate,150,15.0,3,0.9043964596227528,0.0041807517629704,0.89665407180224,0.9097641859158562,0.85,0.95,PASS,1.723172147747983,0.5672549134201309,0.0027185258866293,1246628
B,lstm_quantile,quantile,id,roll,10,1.0,3,0.9854426085568329,0.001627350184338,0.9821230060050103,0.9886738897178012,0.85,0.95,FAIL,0.2289755683129632,0.0188995632773823,0.053533162638766,1246628
B,lstm_quantile,quantile,id,roll,20,2.0,3,0.979138268739562,0.0074371185393205,0.9678242083885942,0.987436104664014,0.85,0.95,FAIL,0.2251671482209998,0.0185808025516389,0.038433908045977,1246628
B,lstm_quantile,quantile,id,roll,30,3.0,3,0.978964043619216,0.0041520407435584,0.9716879766246684,0.9853147795092838,0.85,0.95,FAIL,0.2371654170763648,0.0195664482030297,0.0778440907751252,1246628
B,lstm_quantile,quantile,id,roll,50,5.0,3,0.9543315281461834,0.0200855055557482,0.9219462058834366,0.9711940829465076,0.85,0.95,FAIL,0.2595985269590794,0.021408762642512,0.0997803381962864,1246628
B,lstm_quantile,quantile,id,roll,100,10.0,3,0.9248913203654584,0.0098089442692622,0.909017013428382,0.9344960557581786,0.85,0.95,PASS,0.7617095311580963,0.0627475852221504,0.0660221104725415,1246628
B,lstm_quantile,quantile,id,roll,150,15.0,3,0.9203844925827684,0.005601310233521,0.9106491651009432,0.9293002712385796,0.85,0.95,PASS,1.720918574156807,0.1416244452419393,0.0722381864623244,1246628
B,lstm_quantile,quantile,id,roll_rate,10,1.0,3,0.9762539603595638,0.0126543849003404,0.9586444057618626,0.9893580878831418,0.85,0.95,FAIL,0.133049617937418,0.0205347654861275,0.0370408745947539,1246628
B,lstm_quantile,quantile,id,roll_rate,20,2.0,3,0.978727650063857,0.0070967323493671,0.9668112082780724,0.9859293835654288,0.85,0.95,FAIL,0.1380357618836273,0.0213005716451191,0.0628169822674133,1246628
B,lstm_quantile,quantile,id,roll_rate,30,3.0,3,0.9813333517536104,0.0051147483494387,0.976125018420277,0.9885887534998526,0.85,0.95,FAIL,0.1439415837530292,0.0222078747259082,0.0760020630710286,1246628
B,lstm_quantile,quantile,id,roll_rate,50,5.0,3,0.9650413842224188,0.0047135680882105,0.957950939894636,0.9732821940391984,0.85,0.95,FAIL,0.1796685633439149,0.0277078632274718,0.0470192921701542,1246628
B,lstm_quantile,quantile,id,roll_rate,100,10.0,3,0.92187039493074,0.0092286139478895,0.9039377947244328,0.9307951342838195,0.85,0.95,PASS,0.5957860563864095,0.0918049575259478,0.0835160010806562,1246628
B,lstm_quantile,quantile,id,roll_rate,150,15.0,3,0.9154616735435702,0.0045973102815546,0.90750672340112,0.9238462574602122,0.85,0.95,PASS,1.1971252822695435,0.1843346669592195,0.035983243687985,1246628
B,tcn_gaussian,gaussian,id,heave,10,1.0,3,0.9936795424403184,0.0024917159120677,0.990267013428382,0.9970090650788388,0.85,0.95,FAIL,0.0174404057042832,0.0069830674633169,0.0,255304
B,tcn_gaussian,gaussian,id,heave,20,2.0,3,0.9926357267413302,0.0006972739937363,0.99115590692234,0.9937303133289124,0.85,0.95,FAIL,0.0392527188592421,0.0157157843689475,0.0,255304
B,tcn_gaussian,gaussian,id,heave,30,3.0,3,0.978041494744081,0.001950955314626,0.974103162761568,0.9809607440870912,0.85,0.95,FAIL,0.0858668894196388,0.0343787876055739,0.0,255304
B,tcn_gaussian,gaussian,id,heave,50,5.0,3,0.951658285440613,0.0012878642441719,0.9470483808576482,0.9563808415303566,0.85,0.95,FAIL,0.2430332091658011,0.0972947466385518,0.0,255304
B,tcn_gaussian,gaussian,id,heave,100,10.0,3,0.9220960433244916,0.0016243055886557,0.9165674274241083,0.928402800803124,0.85,0.95,PASS,0.6934490612683385,0.2776768907609046,0.0,255304
B,tcn_gaussian,gaussian,id,heave,150,15.0,3,0.9067811179880144,0.0013117585121691,0.9016598396514884,0.9115860664419392,0.85,0.95,PASS,1.2366123051419546,0.4954568049897303,0.0,255304
B,tcn_gaussian,gaussian,id,heave_rate,10,1.0,3,0.9921990126731508,0.001091899212122,0.9901404891504568,0.9937466037614208,0.85,0.95,FAIL,0.0175038514628185,0.0118355505576654,0.0,255304
B,tcn_gaussian,gaussian,id,heave_rate,20,2.0,3,0.9812212950682778,0.0006010335802461,0.9791778915229884,0.9828785827438844,0.85,0.95,FAIL,0.041300011669528,0.0279229281439526,0.0,255304
B,tcn_gaussian,gaussian,id,heave_rate,30,3.0,3,0.959826143285195,0.0004468479625979,0.9566361350574712,0.9629663208259652,0.85,0.95,FAIL,0.0753467259120713,0.0509369552069955,0.0,255304
B,tcn_gaussian,gaussian,id,heave_rate,50,5.0,3,0.9426354197367128,0.0015017298433597,0.9366657341401416,0.9481055320697024,0.85,0.95,PASS,0.1341241603496344,0.0906839969643072,0.0,255304
B,tcn_gaussian,gaussian,id,heave_rate,100,10.0,3,0.9187466229492092,0.002695801343487,0.9127258210838493,0.925260071286472,0.85,0.95,PASS,0.4595773226800136,0.3108721041233633,0.0,255304
B,tcn_gaussian,gaussian,id,heave_rate,150,15.0,3,0.9033910195009334,0.0030890957115644,0.897334125405246,0.910331530448718,0.85,0.95,PASS,0.8087881997989572,0.5473893527703492,0.0,255304
B,tcn_gaussian,gaussian,id,pitch,10,1.0,3,0.9768917624521072,0.0113447675758841,0.9631799960396404,0.9893001215738284,0.85,0.95,FAIL,0.0533469266160917,0.0130638026163859,0.0,255304
B,tcn_gaussian,gaussian,id,pitch,20,2.0,3,0.9716864991649472,0.0010209458629173,0.9685039741747716,0.9748705975537872,0.85,0.95,FAIL,0.1576938785124856,0.0386147459222714,0.0,255304
B,tcn_gaussian,gaussian,id,pitch,30,3.0,3,0.9677192319972492,0.0019329532514041,0.9634746053455644,0.9718286614905688,0.85,0.95,FAIL,0.2633857537102857,0.0644946227378431,0.0,255304
B,tcn_gaussian,gaussian,id,pitch,50,5.0,3,0.9508953789664996,0.0023335280659442,0.9447777938955202,0.956574196875921,0.85,0.95,FAIL,0.5618929330212382,0.1375763238457736,0.0,255304
B,tcn_gaussian,gaussian,id,pitch,100,10.0,3,0.917566957707044,0.0031795051992561,0.9105844638778368,0.9234884435786914,0.85,0.95,PASS,1.621436554972254,0.3971061891375659,0.0,255304
B,tcn_gaussian,gaussian,id,pitch,150,15.0,3,0.9055807299341782,0.00121388859933,0.901451114887268,0.910541751860448,0.85,0.95,PASS,2.482229931381927,0.6082564381169945,0.0,255304
B,tcn_gaussian,gaussian,id,pitch_rate,10,1.0,3,0.9753206663228214,0.0032836899431561,0.9691964039014146,0.9796440972222222,0.85,0.95,FAIL,0.0864165347718719,0.0284411735446356,0.0,255304
B,tcn_gaussian,gaussian,id,pitch_rate,20,2.0,3,0.9685819149720012,0.0034008459870776,0.9631518475537872,0.9741661946470674,0.85,0.95,FAIL,0.1639972370093649,0.0539673214866683,0.0,255304
B,tcn_gaussian,gaussian,id,pitch_rate,30,3.0,3,0.956212698938992,0.0018227539521925,0.950079955515031,0.960760838030504,0.85,0.95,FAIL,0.2483514673610163,0.0817146096483025,0.0,255304
B,tcn_gaussian,gaussian,id,pitch_rate,50,5.0,3,0.932769058846645,0.0019124755243222,0.9275528777077808,0.9388889464522546,0.85,0.95,PASS,0.562542618829184,0.1851064201503778,0.0,255304
B,tcn_gaussian,gaussian,id,pitch_rate,100,10.0,3,0.9139834463110326,0.0016762789471596,0.9093568675397878,0.9190603241047746,0.85,0.95,PASS,1.413116182576393,0.4650390768547326,0.0,255304
B,tcn_gaussian,gaussian,id,pitch_rate,150,15.0,3,0.9014054671382258,0.0017337581218007,0.8966551655061893,0.9068679427313588,0.85,0.95,PASS,2.012131150945583,0.6623779773316736,0.0,255304
B,tcn_gaussian,gaussian,id,roll,10,1.0,3,0.9953312272816582,0.0029515694982651,0.9910523504273504,0.9979370440981432,0.85,0.95,FAIL,0.0567256374764266,0.0046821142658776,0.0,255304
B,tcn_gaussian,gaussian,id,roll,20,2.0,3,0.984876185037823,0.0039708124847157,0.979712252247274,0.9905852237142648,0.85,0.95,FAIL,0.1010684423304565,0.0083401721164969,0.0,255304
B,tcn_gaussian,gaussian,id,roll,30,3.0,3,0.9742922008547008,0.004087903018694,0.9694798459143824,0.9806690129494549,0.85,0.95,FAIL,0.1746599359807477,0.0144096666058669,0.0,255304
B,tcn_gaussian,gaussian,id,roll,50,5.0,3,0.9647535673936536,0.0037452722344622,0.9593577885536398,0.971577570089154,0.85,0.95,FAIL,0.2980914179475682,0.0245832227453867,0.0,255304
B,tcn_gaussian,gaussian,id,roll,100,10.0,3,0.932620929118774,0.0040202854667934,0.9245179643751842,0.939114479719275,0.85,0.95,PASS,1.0728231591435666,0.0883762902432235,0.0,255304
B,tcn_gaussian,gaussian,id,roll,150,15.0,3,0.91654002726201,0.0053680369132579,0.908780427995137,0.9262982841511936,0.85,0.95,PASS,2.2330433449346967,0.1837701851074126,0.0,255304
B,tcn_gaussian,gaussian,id,roll_rate,10,1.0,3,0.9818944026918164,0.0113026535889957,0.967853853521957,0.9949966498121132,0.85,0.95,FAIL,0.0505755528251767,0.0078057880413062,0.0,255304
B,tcn_gaussian,gaussian,id,roll_rate,20,2.0,3,0.9738339964633068,0.0080148105025425,0.96235551595196,0.982399482850722,0.85,0.95,FAIL,0.0950832756083008,0.0146724884675516,0.0,255304
B,tcn_gaussian,gaussian,id,roll_rate,30,3.0,3,0.965555616956479,0.0032884244128325,0.959847422542735,0.9716309313292072,0.85,0.95,FAIL,0.1207971310298529,0.0186370573618455,0.0,255304
B,tcn_gaussian,gaussian,id,roll_rate,50,5.0,3,0.9494969729344728,0.0020004101420828,0.944093307913351,0.954414822336428,0.85,0.95,PASS,0.2671735727909388,0.0412025825503828,0.0,255304
B,tcn_gaussian,gaussian,id,roll_rate,100,10.0,3,0.9236379740151291,0.0036561845332183,0.9164051562960508,0.930788284243295,0.85,0.95,PASS,0.8382219386307633,0.1291620182252225,0.0,255304
B,tcn_gaussian,gaussian,id,roll_rate,150,15.0,3,0.9121629089301504,0.0037270013615481,0.9058581086059534,0.9194066828765104,0.85,0.95,PASS,1.502147677732789,0.2313023507226308,0.0,255304
B,tcn_quantile,quantile,id,heave,10,1.0,3,0.9928805629236664,0.0015011095464843,0.99058027326481,0.9949919871794872,0.85,0.95,FAIL,0.029807716809082,0.0119348884959795,0.0072652642695746,664804
B,tcn_quantile,quantile,id,heave,20,2.0,3,0.992029392622065,0.0010715579916592,0.9903705699233716,0.9937533386752136,0.85,0.95,FAIL,0.0601538587264927,0.0240840660259921,0.0002578838785735,664804
B,tcn_quantile,quantile,id,heave,30,3.0,3,0.9860305223990568,0.0005134600598572,0.9843746546198054,0.9874153242889772,0.85,0.95,FAIL,0.1037994096434228,0.0415584852535608,0.0,664804
B,tcn_quantile,quantile,id,heave,50,5.0,3,0.9579841155810984,0.0027891301901169,0.9529613473511642,0.9639354000884174,0.85,0.95,FAIL,0.240151115332782,0.0961409430483567,0.0,664804
B,tcn_quantile,quantile,id,heave,100,10.0,3,0.9215119670399844,0.0035059591261367,0.9131470697944296,0.9288503559718538,0.85,0.95,PASS,0.6378688116327921,0.2554209648846976,0.0002164382552313,664804
B,tcn_quantile,quantile,id,heave,150,15.0,3,0.9038576665193044,0.0027470280337771,0.8966458402409372,0.9103078143420276,0.85,0.95,PASS,1.1279137793567886,0.451906029966163,7.675115433736123e-07,664804
B,tcn_quantile,quantile,id,heave_rate,10,1.0,3,0.9866314839375184,0.0054314912969133,0.9786390408561744,0.9915566630747128,0.85,0.95,FAIL,0.0309224391925453,0.0209087750320051,0.0,664804
B,tcn_quantile,quantile,id,heave_rate,20,2.0,3,0.9847457080754496,0.0015219370725071,0.982633938439434,0.9877403270520188,0.85,0.95,FAIL,0.0528402799411237,0.035725300799151,6.140092346988898e-06,664804
B,tcn_quantile,quantile,id,heave_rate,30,3.0,3,0.9683516615089892,0.0018757942865123,0.9645839089669908,0.9728722277483052,0.85,0.95,FAIL,0.082174644545543,0.0555528609597688,0.0005165352686904,664804
B,tcn_quantile,quantile,id,heave_rate,50,5.0,3,0.9524043066607722,0.0024804582640611,0.946186945089154,0.958430097351164,0.85,0.95,FAIL,0.1337473153354811,0.0904292045985589,0.0,664804
B,tcn_quantile,quantile,id,heave_rate,100,10.0,3,0.9169230155221536,0.0027877232201479,0.9098893286730032,0.9229579395999116,0.85,0.95,PASS,0.4321658375693691,0.2923301403819855,0.0004566693683072,664804
B,tcn_quantile,quantile,id,heave_rate,150,15.0,3,0.9003209733274389,0.0027461941626865,0.8937055035182728,0.9061053432618628,0.85,0.95,PASS,0.7554246742277247,0.5112728197506513,7.828617742410846e-05,664804
B,tcn_quantile,quantile,id,pitch,10,1.0,3,0.988674599665979,0.0017833042760877,0.9852752334770116,0.9909513842838196,0.85,0.95,FAIL,0.0719179425463241,0.0176115451366669,0.0054117238923273,664804
B,tcn_quantile,quantile,id,pitch,20,2.0,3,0.983364187297377,0.0003903254640414,0.9811626763741528,0.9854668619216032,0.85,0.95,FAIL,0.1721602217871334,0.0421571419571984,0.0083865986344434,664804
B,tcn_quantile,quantile,id,pitch,30,3.0,3,0.9784406007466352,0.0013880795849786,0.9749567123489538,0.9812741190502504,0.85,0.95,FAIL,0.2743076607202371,0.067169043287405,0.0007061106199037,664804
B,tcn_quantile,quantile,id,pitch,50,5.0,3,0.961241434571176,0.0005381186487378,0.9571760218648688,0.9656122784961686,0.85,0.95,FAIL,0.527438357508958,0.1291403148481895,0.0034468943412908,664804
B,tcn_quantile,quantile,id,pitch,100,10.0,3,0.9166375012280183,0.0025760210957897,0.9096909077512524,0.9224002081491304,0.85,0.95,PASS,1.474605008736546,0.3611456604372394,4.605069260241674e-06,664804
B,tcn_quantile,quantile,id,pitch,150,15.0,3,0.9047410723057276,0.0020598875969072,0.8991252095306513,0.9106388036951076,0.85,0.95,PASS,2.2714139262158537,0.5565971656301061,9.210138520483348e-06,664804
B,tcn_quantile,quantile,id,pitch_rate,10,1.0,3,0.9850427350427352,0.0031225807914753,0.9797902506078692,0.9891900604185088,0.85,0.95,FAIL,0.0932374766729352,0.0306860632854489,0.0137699245996659,664804
B,tcn_quantile,quantile,id,pitch_rate,20,2.0,3,0.9714501056095884,0.005665516103149,0.963055198662688,0.9777419158009136,0.85,0.95,FAIL,0.1727495192719129,0.0568474750747316,0.0062191460359563,664804
B,tcn_quantile,quantile,id,pitch_rate,30,3.0,3,0.9706365433736124,0.0030663090918627,0.9641868944333924,0.9762960391799292,0.85,0.95,FAIL,0.2443555524592101,0.0803998413891955,0.0099070390018665,664804
B,tcn_quantile,quantile,id,pitch_rate,50,5.0,3,0.9459265092346988,0.0028294977962022,0.9390101749005304,0.952121152464633,0.85,0.95,PASS,0.5214573459741053,0.1715871817415019,0.000133547008547,664804
B,tcn_quantile,quantile,id,pitch_rate,100,10.0,3,0.9145030516258964,0.0017231673420332,0.9091480276488358,0.9197061275051576,0.85,0.95,PASS,1.3028708583822646,0.4287587027263184,0.0001366170547205,664804
B,tcn_quantile,quantile,id,pitch_rate,150,15.0,3,0.9009994535317812,0.00143654973804,0.8961704819665487,0.9066892084806956,0.85,0.95,PASS,1.8681285105072645,0.6149734243734191,7.675115433736122e-06,664804
B,tcn_quantile,quantile,id,roll,10,1.0,3,0.991571188230671,0.0019511400939465,0.9877963937702624,0.9933963306808136,0.85,0.95,FAIL,0.1112395817531852,0.0091816761490481,0.0262174268100992,664804
B,tcn_quantile,quantile,id,roll,20,2.0,3,0.9892510008350528,0.0009051431248038,0.9874165331196582,0.9915405453323016,0.85,0.95,FAIL,0.196250671621663,0.0161946136851617,0.0493456196581196,664804
B,tcn_quantile,quantile,id,roll,30,3.0,3,0.98361286103743,0.0012874689866548,0.9812296801318892,0.9868670332301798,0.85,0.95,FAIL,0.2937802137538962,0.0242372408521928,0.0441165635131152,664804
B,tcn_quantile,quantile,id,roll,50,5.0,3,0.9751257183908044,0.0023660142719667,0.969871104111406,0.9810651064692012,0.85,0.95,FAIL,0.4092772135820268,0.0337525748824741,0.017899136703016,664804
B,tcn_quantile,quantile,id,roll,100,10.0,3,0.9367900518223796,0.0019479188946433,0.9308216709954318,0.9425198133104924,0.85,0.95,PASS,1.0699452439044588,0.088139215315917,0.0245104811376363,664804
B,tcn_quantile,quantile,id,roll,150,15.0,3,0.9222457080754496,0.0042860301400682,0.9139861709770114,0.9316982459291188,0.85,0.95,PASS,2.1321123663509343,0.1754639851138103,0.0198225206307102,664804
B,tcn_quantile,quantile,id,roll_rate,10,1.0,3,0.9804553185479912,0.0015728525127436,0.9767719155246096,0.9843198542956084,0.85,0.95,FAIL,0.1086739449351956,0.0167726447342843,0.031131035710777,664804
B,tcn_quantile,quantile,id,roll_rate,20,2.0,3,0.9744449356518322,0.0033767879951323,0.9693241370100206,0.9805759905503978,0.85,0.95,FAIL,0.1638174739902952,0.0252789986727824,0.0229155921505059,664804
B,tcn_quantile,quantile,id,roll_rate,30,3.0,3,0.9734087950682778,0.0029388788706573,0.9669031945365458,0.9781747347480106,0.85,0.95,FAIL,0.1920226143739357,0.0296260055876175,0.034152728657039,664804
B,tcn_quantile,quantile,id,roll_rate,50,5.0,3,0.9593694739168876,0.0048870509666008,0.9482825969827586,0.966843961833186,0.85,0.95,FAIL,0.3243959515896795,0.050027219514119,0.0610002824442479,664804
B,tcn_quantile,quantile,id,roll_rate,100,10.0,3,0.9249857242852932,0.0037985736636401,0.915729419945476,0.932166408782788,0.85,0.95,PASS,0.8296393280787641,0.1278395196726934,0.0116132171627861,664804
B,tcn_quantile,quantile,id,roll_rate,150,15.0,3,0.9146258534728364,0.0041957540983038,0.906343713159446,0.9226106598143236,0.85,0.95,PASS,1.4414394787912217,0.2219544355133118,0.0221058674722467,664804
