regime,model_a,model_b,seed,dof,horizon_samples,horizon_s,skill_diff,ci_lo,ci_hi,n_realizations,n_boot,ci_level,bootstrap_seed
id,tcn,dlinear_ols,0,heave,10,1.0,-0.0024059712123332792,-0.002612691222271894,-0.002216833387270253,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave,20,2.0,0.0018090061199503244,0.0014524042443593592,0.0021912459758794277,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave,30,3.0,0.021007865158339804,0.017833601175495154,0.024325647051409056,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave,50,5.0,0.10519416752183221,0.08709283382120682,0.12411886851013611,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave,100,10.0,0.49976471640878245,0.4646465424349683,0.5335628604848693,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave,150,15.0,0.27517311725731,0.24463072896545213,0.30885565884686766,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll_rate,10,1.0,-0.0051595482723980944,-0.00623034377162994,-0.004417394403988735,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll_rate,20,2.0,-0.0012004196429589349,-0.0016300676819805944,-0.0008856673094464131,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll_rate,30,3.0,0.006956834767137221,0.006428745783141125,0.007460248945156041,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll_rate,50,5.0,0.03350973181098263,0.031186608666355548,0.03620444986096261,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll_rate,100,10.0,0.30003932412597284,0.2861142051717261,0.3162322102172445,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll_rate,150,15.0,0.21208020415996623,0.2043640118159425,0.22034389699241314,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch_rate,10,1.0,-0.002873666383094424,-0.003099427943065101,-0.00264347214627599,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch_rate,20,2.0,0.006642873559799539,0.004803087637539416,0.008685180954545499,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch_rate,30,3.0,0.05953262632427272,0.048896011846583556,0.07148998361226078,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch_rate,50,5.0,0.16162717061946064,0.14251155593564754,0.18415441063011648,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch_rate,100,10.0,0.27402845185750535,0.2631794106452323,0.28659331414804795,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch_rate,150,15.0,0.1814443468065586,0.16845065071026347,0.19542761530249123,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave_rate,10,1.0,-0.0038900347087163193,-0.004104060811429205,-0.003674344136373587,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave_rate,20,2.0,0.0002577798182788095,0.00012426139182780343,0.00040480872163339545,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave_rate,30,3.0,0.01455104537620465,0.013249532174587832,0.015931779838973526,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave_rate,50,5.0,0.0766336358275826,0.06850650605253322,0.08522875808842931,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave_rate,100,10.0,0.4192540999857108,0.39435214076624225,0.44376524702773085,384,1000,0.95,0
id,tcn,dlinear_ols,0,heave_rate,150,15.0,0.21864416048107246,0.2005731154049785,0.23733000890125175,384,1000,0.95,0
id,tcn,dlinear_ols,1,roll,10,1.0,-0.002810704885712188,-0.003362320413573733,-0.0024233864228811277,384,1000,0.95,0
