model,head,n_realizations,dof,horizon_samples,horizon_s,n_windows,n_quantiles,alpha,picp,mean_interval_width,winkler,crps,pinball,crossing_rate,picp_ci_lo,picp_ci_hi,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name,regime,signal_std
residual_interval,quantile,384,pitch,100,10.0,434304,9,0.1,0.9006272104332449,3.4365910967758073,5.053506939620685,0.5159423811348347,0.25797119056741713,0.0,0.8879886554118774,0.9132684133694371,0,True,68400,3.3968471989792306,,,,,id,1.2411836658196425
residual_interval,quantile,384,pitch,150,15.0,434304,9,0.1,0.9023149683171235,4.217628366059088,6.123288545270267,0.6220320220519026,0.31101601102595117,0.0,0.8900380263594164,0.914544938568376,0,True,68400,3.3968471989792306,,,,,id,1.2405036351372414
residual_interval,quantile,384,heave,10,1.0,434304,9,0.1,0.8970628868258178,0.0119993543551363,0.02154695614400183,0.001985593516072002,0.000992796758036001,0.0,0.8810473193891836,0.91359543085028,0,True,68400,3.3968471989792306,,,,,id,0.7591945699315659
residual_interval,quantile,384,heave,20,2.0,434304,9,0.1,0.8977052939876216,0.1180361770218483,0.2122549391796322,0.019466860506198863,0.00973343025309943,0.0,0.8814877942639258,0.914109817086649,0,True,68400,3.3968471989792306,,,,,id,0.7592353662201028
residual_interval,quantile,384,heave,30,3.0,434304,9,0.1,0.8979493626584144,0.4167052404796384,0.7550149264467537,0.06868132622411331,0.034340663112056656,0.0,0.8816291123268494,0.9142724335949013,0,True,68400,3.3968471989792306,,,,,id,0.7592379733777742
residual_interval,quantile,384,heave,50,5.0,434304,9,0.1,0.8976822686413204,0.864699223469395,1.6096242154646176,0.14317263061959415,0.07158631530979707,0.0,0.880953088159446,0.9147901585064839,0,True,68400,3.3968471989792306,,,,,id,0.7593097520603712
residual_interval,quantile,384,heave,100,10.0,434304,9,0.1,0.8976638483642794,1.7668514583713704,2.9052602839435315,0.2831212965283512,0.14156064826417564,0.0,0.8826065382773357,0.9126627316349838,0,True,68400,3.3968471989792306,,,,,id,0.7591324816869609
residual_interval,quantile,384,heave,150,15.0,434304,9,0.1,0.8993308834364869,2.4045370986345036,3.6835197385992973,0.3712282414635027,0.18561412073175138,0.0,0.8856530218464487,0.9134830095969643,0,True,68400,3.3968471989792306,,,,,id,0.758700750262978
residual_interval,quantile,384,roll_rate,10,1.0,434304,9,0.1,0.9021883289124668,0.020080081823858852,0.0317642779116753,0.0029716003454945887,0.0014858001727472928,0.0,0.8869347853116711,0.918787531314471,0,True,68400,3.3968471989792306,,,,,id,1.9695482829582032
residual_interval,quantile,384,roll_rate,20,2.0,434304,9,0.1,0.9011660035366932,0.19468827010903134,0.31082688481478155,0.028912198905890918,0.014456099452945464,0.0,0.8858101122715886,0.9180432945586502,0,True,68400,3.3968471989792306,,,,,id,1.9698951249631573
residual_interval,quantile,384,roll_rate,30,3.0,434304,9,0.1,0.90129494547598,0.6816044316629889,1.0945784145131434,0.10094381953760583,0.050471909768802926,0.0,0.8857075343538167,0.9185240637894194,0,True,68400,3.3968471989792306,,,,,id,1.9702531268505945
residual_interval,quantile,384,roll_rate,50,5.0,434304,9,0.1,0.9014837533156499,1.4031172583009819,2.26927230643069,0.205295092321926,0.1026475461609629,0.0,0.8856069711538461,0.9188475123415857,0,True,68400,3.3968471989792306,,,,,id,1.9711142946671736
residual_interval,quantile,384,roll_rate,100,10.0,434304,9,0.1,0.9013432987032125,3.0736716566571776,4.8506233588943,0.4491031586320449,0.22455157931602257,0.0,0.886288060897436,0.9181962979848216,0,True,68400,3.3968471989792306,,,,,id,1.972726817260997
residual_interval,quantile,384,roll_rate,150,15.0,434304,9,0.1,0.9006433281756557,4.446884609827515,7.030968159581382,0.6441204557476681,0.32206022787383404,0.0,0.8855663889809903,0.917400772270115,0,True,68400,3.3968471989792306,,,,,id,1.9741281062750022
residual_interval,quantile,384,pitch_rate,10,1.0,434304,9,0.1,0.9007860853227233,0.03255004766844426,0.07194992396994278,0.00562253626544318,0.0028112681327215902,0.0,0.8801459922082228,0.9192422243405541,0,True,68400,3.3968471989792306,,,,,id,0.9236173504276821
residual_interval,quantile,384,pitch_rate,20,2.0,434304,9,0.1,0.900857463896257,0.2919083197281176,0.5986341666688034,0.04874318177115342,0.024371590885576718,0.0,0.8811558838969938,0.9184804307581786,0,True,68400,3.3968471989792306,,,,,id,0.9237371608217294
residual_interval,quantile,384,pitch_rate,30,3.0,434304,9,0.1,0.9022182618626584,0.9139242957916999,1.705335483926573,0.14630653462391013,0.0731532673119551,0.0,0.8839513336280578,0.9189256833922782,0,True,68400,3.3968471989792306,,,,,id,0.9238676654473805
residual_interval,quantile,384,pitch_rate,50,5.0,434304,9,0.1,0.9028100132625995,1.4016594073898014,2.2354096343072416,0.2138657512303247,0.10693287561516235,0.0,0.8878144686671088,0.9165826817160331,0,True,68400,3.3968471989792306,,,,,id,0.923797316378609
residual_interval,quantile,384,pitch_rate,100,10.0,434304,9,0.1,0.9035583370173887,2.898710521746716,4.352553148975432,0.4341319161750686,0.21706595808753446,0.0,0.8896475740495138,0.91695396542514,0,True,68400,3.3968471989792306,,,,,id,0.9237004804982916
residual_interval,quantile,384,pitch_rate,150,15.0,434304,9,0.1,0.9040418692897141,3.212711689113142,4.68025579971518,0.47502431631343955,0.23751215815671956,0.0,0.8914561574381078,0.9167361456491306,0,True,68400,3.3968471989792306,,,,,id,0.9234069683655249
residual_interval,quantile,384,heave_rate,10,1.0,434304,9,0.1,0.9006156977600943,0.007329977134351141,0.011087939436184586,0.0011591323065455405,0.00057956615327277,0.0,0.8877423993331859,0.913809393880784,0,True,68400,3.3968471989792306,,,,,id,0.4495602477358838
residual_interval,quantile,384,heave_rate,20,2.0,434304,9,0.1,0.9000838122605364,0.07086075458393136,0.10762664480897398,0.01122867895056655,0.0056143394752832775,0.0,0.8868761858053346,0.9132652473843207,0,True,68400,3.3968471989792306,,,,,id,0.44960586015695647
residual_interval,quantile,384,heave_rate,30,3.0,434304,9,0.1,0.9004499152667256,0.24618005935894613,0.3748678895718147,0.03891748879127522,0.019458744395637603,0.0,0.8871886973180076,0.9140011374521073,0,True,68400,3.3968471989792306,,,,,id,0.4496495382799816
residual_interval,quantile,384,heave_rate,50,5.0,434304,9,0.1,0.9005880673445329,0.49376872739852756,0.7637401915080696,0.07783526726353403,0.038917633631766986,0.0,0.8873431973916888,0.9146872927718833,0,True,68400,3.3968471989792306,,,,,id,0.44959255402628673
residual_interval,quantile,384,heave_rate,100,10.0,434304,9,0.1,0.9019534703801945,1.0845116022653885,1.5697737914911203,0.1680587650612315,0.0840293825306157,0.0,0.8901703069739169,0.914687120081786,0,True,68400,3.3968471989792306,,,,,id,0.4493860488108614
residual_interval,quantile,384,heave_rate,150,15.0,434304,9,0.1,0.9032152593575007,1.461246774521202,2.0788577925483,0.22342189313542,0.11171094656771008,0.0,0.8917262447502211,0.9152875635499558,0,True,68400,3.3968471989792306,,,,,id,0.44913945544323325
