regime,model_a,model_b,seed,dof,horizon_samples,horizon_s,skill_diff,ci_lo,ci_hi,n_realizations,n_boot,ci_level,bootstrap_seed
unseen_seastate,tcn,ar20,1,roll_rate,150,15.0,0.07986342012262523,0.0657719027473617,0.09721854432353957,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch_rate,10,1.0,-0.01233961702057774,-0.012895614026582137,-0.011760667831867274,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch_rate,20,2.0,0.01250594038658345,0.009038556799230596,0.016779346088547614,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch_rate,30,3.0,0.036719408699818094,0.03069736390556797,0.044336140654725596,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch_rate,50,5.0,0.09852700746219632,0.08581936009076084,0.11333838917683638,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch_rate,100,10.0,0.16953993065334302,0.12967555842280906,0.21752725903872297,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch_rate,150,15.0,-0.09338649845765538,-0.10408900966108732,-0.08186350284885432,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave_rate,10,1.0,-0.010271574070292533,-0.010561482479229056,-0.009995981100733355,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave_rate,20,2.0,-0.004041279302930035,-0.004287118990012954,-0.0037588545013981936,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave_rate,30,3.0,0.005920643214428031,0.0047760640425495065,0.007203022055015753,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave_rate,50,5.0,0.025185836857130335,0.022915537524481593,0.02757287834977241,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave_rate,100,10.0,0.31626456204243497,0.2837003808888241,0.34930078544014787,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave_rate,150,15.0,0.05135109872809191,0.029998109283352673,0.07510729471490932,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll,10,1.0,-0.007885775542550254,-0.0081608302381958,-0.00762512115013816,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll,20,2.0,-0.004457337442279374,-0.004605229992414063,-0.0043212035907722575,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll,30,3.0,-0.0026252619823695614,-0.0027964045924935258,-0.002435821825521093,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll,50,5.0,0.007905932936874513,0.006657695965738389,0.009258146012384356,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll,100,10.0,0.0428118191725454,0.03685824009221014,0.049213616089092985,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll,150,15.0,0.041859211910328736,0.034972686417911646,0.05007830655736691,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch,10,1.0,-0.010203050519337955,-0.01056421197176349,-0.009862368437357135,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch,20,2.0,-0.002353425865567703,-0.003112122944230554,-0.0014207207807771347,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch,30,3.0,0.027276574760379924,0.0224896752050437,0.0330333716664748,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch,50,5.0,0.1098055327508393,0.09801642379603198,0.12292776692061644,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch,100,10.0,0.4534293027724317,0.387738288050151,0.5180020480934437,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch,150,15.0,0.09916505127285834,0.07583217313541277,0.12308796875663064,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave,10,1.0,-0.014709028475190528,-0.015158638204960958,-0.01429504681106027,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave,20,2.0,-0.008268041133010669,-0.00850711082442741,-0.008043038891044274,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave,30,3.0,-0.0035034156962229323,-0.0037557234490146175,-0.003221792592100034,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave,50,5.0,0.03402456917967173,0.03083305675844923,0.03748814266885908,480,1000,0.95,0
